"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1957-12",97.21209,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-01",97.26337,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-02",97.40351,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-03",97.59336,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-04",97.8005,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-05",98.03487,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-06",98.32786,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-07",98.71365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-08",99.15187,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-09",99.60413,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-10",100.0139,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-11",100.3196,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1958-12",100.4485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-01",100.3847,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-02",100.2163,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-03",100.0363,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-04",99.89995,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-05",99.79615,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-06",99.83738,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-07",100.1015,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-08",100.6862,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-09",101.6509,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-10",102.7833,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-11",103.7837,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1959-12",104.4081,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-01",104.4842,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-02",104.1034,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-03",103.4973,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-04",102.8303,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-05",102.2282,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-06",101.7444,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-07",101.391,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-08",101.16,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-09",101.0029,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-10",100.8725,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-11",100.7829,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1960-12",100.7678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.8071,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.8443,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.7653,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.4883,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-05",100.018,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.36196,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-07",98.54597,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-08",97.68874,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-09",96.97159,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-10",96.5101,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-11",96.32584,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1961-12",96.33088,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-01",96.44684,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-02",96.6315,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-03",96.86726,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-04",97.13953,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-05",97.37391,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-06",97.54855,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-07",97.74487,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-08",97.99695,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-09",98.26513,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-10",98.54021,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-11",98.79033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1962-12",99.00651,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-01",99.21902,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-02",99.48682,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-03",99.82387,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-04",100.1966,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-05",100.5552,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-06",100.8934,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-07",101.2754,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-08",101.6745,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-09",102.0458,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-10",102.3284,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-11",102.4628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1963-12",102.473,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-01",102.3845,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-02",102.2384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-03",102.1112,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-04",102.0688,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-05",102.1109,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-06",102.2392,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-07",102.3693,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-08",102.4303,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-09",102.3449,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-10",102.0447,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-11",101.5619,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1964-12",100.9734,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-01",100.4052,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-02",99.90096,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-03",99.42745,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-04",98.99203,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-05",98.67879,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-06",98.51936,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-07",98.48956,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-08",98.58716,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-09",98.80959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-10",99.13946,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-11",99.53866,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1965-12",99.97448,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-01",100.3862,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-02",100.7078,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-03",100.8561,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-04",100.7129,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-05",100.1768,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-06",99.27745,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-07",98.1408,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-08",96.95793,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-09",95.98939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-10",95.35364,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-11",95.09846,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1966-12",95.20132,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-01",95.58961,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-02",96.13265,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-03",96.79192,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-04",97.54804,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-05",98.33897,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-06",99.08969,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-07",99.73975,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-08",100.2972,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-09",100.752,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-10",101.06,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-11",101.1876,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1967-12",101.128,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-01",100.9483,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-02",100.6877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-03",100.389,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-04",100.1618,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-05",100.1314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-06",100.2665,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-07",100.5696,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-08",100.9413,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-09",101.2435,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-10",101.3962,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-11",101.3399,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1968-12",101.0693,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-01",100.6433,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-02",100.1558,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-03",99.66083,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-04",99.17467,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-05",98.658,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-06",98.15282,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-07",97.69988,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-08",97.31841,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-09",96.98505,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-10",96.72778,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-11",96.59787,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1969-12",96.65368,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-01",96.84445,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-02",97.08156,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-03",97.28435,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-04",97.39958,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-05",97.41093,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-06",97.35616,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-07",97.24321,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-08",97.1069,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-09",97.00769,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-10",96.95188,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-11",96.95558,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1970-12",97.03931,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-01",97.20376,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-02",97.48447,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-03",97.91879,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-04",98.5237,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-05",99.25582,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-06",100.0931,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-07",101.0189,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-08",101.9482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-09",102.8424,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-10",103.6693,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-11",104.4207,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1971-12",105.0908,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-01",105.6436,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-02",106.1428,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-03",106.6352,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-04",107.0536,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-05",107.2688,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-06",107.2181,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-07",106.9967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-08",106.7299,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-09",106.4844,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-10",106.3158,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-11",106.1678,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1972-12",105.9833,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-01",105.732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-02",105.4603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-03",105.1921,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-04",104.9166,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-05",104.6062,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-06",104.2129,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-07",103.6581,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-08",102.8813,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-09",101.8673,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-10",100.7102,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-11",99.44803,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1973-12",98.17788,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-01",97.08147,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-02",96.29612,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-03",95.74593,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-04",95.35793,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-05",95.07475,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-06",94.80182,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-07",94.47446,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-08",94.13686,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-09",93.83932,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-10",93.58469,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-11",93.4478,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1974-12",93.5145,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-01",93.82797,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-02",94.33408,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-03",94.9498,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-04",95.60816,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-05",96.25894,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-06",96.84482,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-07",97.33461,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-08",97.7654,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-09",98.21647,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-10",98.6469,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-11",99.13972,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1975-12",99.69035,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-01",100.2485,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-02",100.7305,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-03",101.0876,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-04",101.2616,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-05",101.2058,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-06",100.9452,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-07",100.5677,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-08",100.1316,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-09",99.72258,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-10",99.4556,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-11",99.36429,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1976-12",99.41051,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-01",99.60321,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-02",99.96016,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-03",100.4033,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-04",100.9159,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-05",101.4636,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-06",102.0023,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-07",102.5285,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-08",102.9592,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-09",103.2889,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-10",103.4836,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-11",103.5305,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1977-12",103.4818,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-01",103.3878,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-02",103.2657,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-03",103.16,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-04",103.0906,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-05",103.0891,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-06",103.1705,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-07",103.2578,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-08",103.2959,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-09",103.2346,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-10",103.0489,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-11",102.8397,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1978-12",102.7244,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-01",102.744,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-02",102.882,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-03",103.0677,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-04",103.1181,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-05",102.8672,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-06",102.2974,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-07",101.5954,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-08",100.9426,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-09",100.4166,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-10",99.98203,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-11",99.55286,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1979-12",99.11967,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-01",98.68643,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-02",98.24705,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-03",97.78226,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-04",97.30394,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-05",96.92117,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-06",96.64015,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-07",96.4492,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-08",96.36571,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-09",96.44335,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-10",96.64252,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-11",96.97877,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1980-12",97.42941,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-01",97.9559,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-02",98.4965,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-03",98.99496,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-04",99.35323,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-05",99.49689,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-06",99.43454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-07",99.24287,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-08",98.97723,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-09",98.73209,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-10",98.52509,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-11",98.3628,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1981-12",98.24228,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-01",98.20509,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-02",98.28864,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-03",98.4242,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-04",98.54369,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-05",98.66669,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-06",98.8442,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-07",99.09821,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-08",99.40494,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-09",99.74365,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-10",100.103,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-11",100.4075,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1982-12",100.6672,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-01",100.9136,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-02",101.1487,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-03",101.4,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-04",101.6518,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-05",101.8815,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-06",102.0822,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-07",102.2146,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-08",102.2508,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-09",102.1964,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-10",102.1447,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-11",102.0892,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1983-12",102.0392,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-01",101.9939,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-02",101.9314,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-03",101.8205,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-04",101.6723,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-05",101.4545,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-06",101.1938,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-07",100.9338,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-08",100.7401,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-09",100.6,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-10",100.4794,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-11",100.3903,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1984-12",100.3095,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-01",100.2284,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-02",100.0612,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-03",99.90443,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-04",99.7682,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-05",99.66056,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-06",99.59998,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-07",99.59003,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-08",99.62874,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-09",99.67984,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-10",99.73136,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-11",99.75919,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1985-12",99.7574,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-01",99.72858,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-02",99.71867,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-03",99.75594,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-04",99.83426,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-05",99.89603,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-06",99.94811,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-07",99.98384,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-08",100.0172,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-09",100.0732,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-10",100.2011,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-11",100.4311,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1986-12",100.7786,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-01",101.2581,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-02",101.6626,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-03",102.0888,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-04",102.5058,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-05",102.8488,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-06",103.0454,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-07",103.055,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-08",102.9038,
"GBR","CLI","AMPLITUD","LTRENDIDX","M","1987-09",102.6406,
